index,mode,any_gold_hit,all_gold_hit,wrong_answer_hit,strict_correct,abstained,confidence,conflict_expected,conflict_detected,retrieval_engine,nli_engine
34,basic_rag,False,False,False,False,True,0.0,False,False,bm25,disabled-by-baseline
35,basic_rag,True,True,False,True,False,1.0,False,False,bm25,disabled-by-baseline
36,basic_rag,True,True,True,False,False,0.8686,False,False,bm25,disabled-by-baseline
37,basic_rag,False,False,True,False,False,0.8409,True,False,bm25,disabled-by-baseline
38,basic_rag,True,True,True,False,False,0.6224,False,False,bm25,disabled-by-baseline
39,basic_rag,True,True,True,False,False,1.0,True,False,bm25,disabled-by-baseline
40,basic_rag,True,True,False,True,False,0.5186,False,False,bm25,disabled-by-baseline
41,basic_rag,True,True,True,False,False,0.969,True,False,bm25,disabled-by-baseline
42,basic_rag,False,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
43,basic_rag,True,True,False,True,False,0.5716,False,False,bm25,disabled-by-baseline
44,basic_rag,False,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
45,basic_rag,False,False,False,False,False,0.9986,True,False,bm25,disabled-by-baseline
46,basic_rag,False,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
47,basic_rag,True,True,True,False,False,0.6328,True,False,bm25,disabled-by-baseline
48,basic_rag,True,True,True,False,False,0.3348,True,False,bm25,disabled-by-baseline
49,basic_rag,False,False,True,False,False,0.5878,True,False,bm25,disabled-by-baseline
50,basic_rag,True,True,False,True,False,0.7716,False,False,bm25,disabled-by-baseline
51,basic_rag,False,False,True,False,False,1.0,True,False,bm25,disabled-by-baseline
52,basic_rag,True,True,False,True,False,0.6681,False,False,bm25,disabled-by-baseline
53,basic_rag,True,True,True,False,False,0.984,True,False,bm25,disabled-by-baseline
54,basic_rag,True,True,True,False,False,0.8132,True,False,bm25,disabled-by-baseline
55,basic_rag,True,True,False,True,False,1.0,True,False,bm25,disabled-by-baseline
56,basic_rag,True,True,False,True,False,0.9758,True,False,bm25,disabled-by-baseline
57,basic_rag,False,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
58,basic_rag,False,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
59,basic_rag,False,False,False,False,False,0.6577,False,False,bm25,disabled-by-baseline
60,basic_rag,False,False,True,False,False,0.795,True,False,bm25,disabled-by-baseline
61,basic_rag,True,True,True,False,False,0.9901,True,False,bm25,disabled-by-baseline
62,basic_rag,True,True,False,True,False,0.5386,True,False,bm25,disabled-by-baseline
63,basic_rag,False,False,False,False,False,0.9491,True,False,bm25,disabled-by-baseline
64,basic_rag,False,False,False,False,False,1.0,True,False,bm25,disabled-by-baseline
65,basic_rag,False,False,False,False,True,0.0,False,False,bm25,disabled-by-baseline
66,basic_rag,True,True,False,True,False,0.8572,True,False,bm25,disabled-by-baseline
67,basic_rag,True,True,False,True,False,0.618,True,False,bm25,disabled-by-baseline
68,basic_rag,False,False,True,False,False,0.5599,True,False,bm25,disabled-by-baseline
69,basic_rag,False,False,False,False,False,0.5351,True,False,bm25,disabled-by-baseline
70,basic_rag,True,True,True,False,False,0.708,True,False,bm25,disabled-by-baseline
71,basic_rag,True,True,True,False,False,0.9857,True,False,bm25,disabled-by-baseline
72,basic_rag,True,True,False,True,False,0.9585,False,False,bm25,disabled-by-baseline
73,basic_rag,True,True,True,False,False,0.668,True,False,bm25,disabled-by-baseline
74,basic_rag,True,True,True,False,False,0.562,True,False,bm25,disabled-by-baseline
75,basic_rag,True,True,False,True,False,0.6223,False,False,bm25,disabled-by-baseline
76,basic_rag,True,True,True,False,False,0.9544,True,False,bm25,disabled-by-baseline
77,basic_rag,False,False,False,False,True,0.0,True,False,bm25,disabled-by-baseline
78,basic_rag,False,False,False,False,True,0.0,False,False,bm25,disabled-by-baseline
79,basic_rag,True,True,False,True,False,0.7216,False,False,bm25,disabled-by-baseline
80,basic_rag,False,False,False,False,False,1.0,True,False,bm25,disabled-by-baseline
81,basic_rag,True,True,True,False,False,0.855,True,False,bm25,disabled-by-baseline
82,basic_rag,True,True,False,True,False,0.7077,True,False,bm25,disabled-by-baseline
83,basic_rag,True,True,False,True,False,1.0,True,False,bm25,disabled-by-baseline
84,basic_rag,False,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
85,basic_rag,False,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
86,basic_rag,True,True,False,True,False,0.5538,False,False,bm25,disabled-by-baseline
87,basic_rag,False,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
88,basic_rag,True,True,True,False,False,0.9938,False,False,bm25,disabled-by-baseline
89,basic_rag,True,True,False,True,False,0.686,False,False,bm25,disabled-by-baseline
90,basic_rag,False,False,True,False,False,0.71,True,False,bm25,disabled-by-baseline
91,basic_rag,False,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
92,basic_rag,True,True,True,False,False,0.9949,True,False,bm25,disabled-by-baseline
93,basic_rag,True,True,False,True,False,0.5008,False,False,bm25,disabled-by-baseline
94,basic_rag,False,False,True,False,False,0.5899,False,False,bm25,disabled-by-baseline
95,basic_rag,True,True,False,True,False,0.6072,True,False,bm25,disabled-by-baseline
96,basic_rag,True,True,False,True,False,0.8139,True,False,bm25,disabled-by-baseline
97,basic_rag,True,True,True,False,False,0.7329,True,False,bm25,disabled-by-baseline
98,basic_rag,False,False,False,False,True,0.0,False,False,bm25,disabled-by-baseline
99,basic_rag,False,False,False,False,True,0.0,False,False,bm25,disabled-by-baseline
100,basic_rag,True,True,False,True,False,0.5862,False,False,bm25,disabled-by-baseline
101,basic_rag,False,False,False,False,False,0.969,True,False,bm25,disabled-by-baseline
102,basic_rag,True,True,False,True,False,0.938,True,False,bm25,disabled-by-baseline
103,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
104,basic_rag,False,False,False,False,False,0.944,True,False,bm25,disabled-by-baseline
105,basic_rag,False,False,False,False,False,0.9777,False,False,bm25,disabled-by-baseline
106,basic_rag,True,True,False,True,False,0.8473,False,False,bm25,disabled-by-baseline
107,basic_rag,True,False,False,False,False,0.9427,False,False,bm25,disabled-by-baseline
108,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
109,basic_rag,True,True,False,True,False,0.7403,False,False,bm25,disabled-by-baseline
110,basic_rag,True,True,False,True,False,0.802,True,False,bm25,disabled-by-baseline
111,basic_rag,False,False,True,False,False,0.7823,True,False,bm25,disabled-by-baseline
112,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
113,basic_rag,True,False,False,False,False,0.9593,False,False,bm25,disabled-by-baseline
114,basic_rag,True,False,False,False,False,0.9789,True,False,bm25,disabled-by-baseline
115,basic_rag,False,False,False,False,False,0.9821,False,False,bm25,disabled-by-baseline
116,basic_rag,True,True,True,False,False,0.9746,False,False,bm25,disabled-by-baseline
117,basic_rag,False,False,False,False,False,0.9452,False,False,bm25,disabled-by-baseline
118,basic_rag,False,False,False,False,False,0.9124,True,False,bm25,disabled-by-baseline
119,basic_rag,True,False,False,False,False,0.961,True,False,bm25,disabled-by-baseline
120,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
121,basic_rag,True,True,False,True,False,0.6768,False,False,bm25,disabled-by-baseline
122,basic_rag,True,True,False,True,False,0.5618,False,False,bm25,disabled-by-baseline
123,basic_rag,True,True,False,True,False,0.6596,False,False,bm25,disabled-by-baseline
124,basic_rag,True,True,False,True,False,0.9459,True,False,bm25,disabled-by-baseline
125,basic_rag,True,True,False,True,False,0.6945,False,False,bm25,disabled-by-baseline
126,basic_rag,True,True,False,True,False,0.9789,False,False,bm25,disabled-by-baseline
127,basic_rag,True,False,False,False,False,0.9707,True,False,bm25,disabled-by-baseline
128,basic_rag,True,False,True,False,False,0.993,True,False,bm25,disabled-by-baseline
129,basic_rag,True,False,True,False,False,1.0,True,False,bm25,disabled-by-baseline
130,basic_rag,True,True,True,False,False,0.712,False,False,bm25,disabled-by-baseline
131,basic_rag,False,False,True,False,False,0.9543,True,False,bm25,disabled-by-baseline
132,basic_rag,False,False,True,False,False,0.634,True,False,bm25,disabled-by-baseline
133,basic_rag,True,False,False,False,False,0.876,True,False,bm25,disabled-by-baseline
134,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
135,basic_rag,False,False,False,False,False,0.9497,True,False,bm25,disabled-by-baseline
136,basic_rag,True,False,False,False,False,0.9399,False,False,bm25,disabled-by-baseline
137,basic_rag,True,True,False,True,False,0.9573,True,False,bm25,disabled-by-baseline
138,basic_rag,True,False,True,False,False,0.9925,False,False,bm25,disabled-by-baseline
139,basic_rag,True,False,False,False,False,0.9701,True,False,bm25,disabled-by-baseline
140,basic_rag,True,False,False,False,False,0.5057,True,False,bm25,disabled-by-baseline
141,basic_rag,True,False,True,False,False,0.8663,True,False,bm25,disabled-by-baseline
142,basic_rag,True,True,False,True,False,0.7892,False,False,bm25,disabled-by-baseline
143,basic_rag,False,False,False,False,False,0.6998,False,False,bm25,disabled-by-baseline
144,basic_rag,True,False,False,False,False,0.9139,False,False,bm25,disabled-by-baseline
145,basic_rag,True,False,False,False,False,0.6427,False,False,bm25,disabled-by-baseline
146,basic_rag,True,False,True,False,False,0.9683,True,False,bm25,disabled-by-baseline
147,basic_rag,False,False,False,False,False,0.9671,False,False,bm25,disabled-by-baseline
148,basic_rag,True,False,True,False,False,0.5203,True,False,bm25,disabled-by-baseline
149,basic_rag,True,False,True,False,False,0.9987,True,False,bm25,disabled-by-baseline
150,basic_rag,True,True,False,True,False,0.9378,False,False,bm25,disabled-by-baseline
151,basic_rag,True,True,False,True,False,0.7561,False,False,bm25,disabled-by-baseline
152,basic_rag,True,True,False,True,False,0.7599,True,False,bm25,disabled-by-baseline
153,basic_rag,True,False,True,False,False,0.7521,True,False,bm25,disabled-by-baseline
154,basic_rag,True,False,False,False,False,0.6309,False,False,bm25,disabled-by-baseline
155,basic_rag,True,True,True,False,False,0.9984,True,False,bm25,disabled-by-baseline
156,basic_rag,True,False,True,False,False,0.9467,True,False,bm25,disabled-by-baseline
157,basic_rag,True,False,False,False,False,0.846,True,False,bm25,disabled-by-baseline
158,basic_rag,True,False,True,False,False,0.9141,False,False,bm25,disabled-by-baseline
159,basic_rag,True,False,True,False,False,0.9051,False,False,bm25,disabled-by-baseline
160,basic_rag,True,False,False,False,False,0.897,True,False,bm25,disabled-by-baseline
161,basic_rag,False,False,False,False,False,0.9804,False,False,bm25,disabled-by-baseline
162,basic_rag,False,False,True,False,False,0.8073,True,False,bm25,disabled-by-baseline
163,basic_rag,False,False,False,False,False,0.9949,True,False,bm25,disabled-by-baseline
164,basic_rag,True,False,False,False,False,0.6235,True,False,bm25,disabled-by-baseline
165,basic_rag,True,False,False,False,False,0.9774,False,False,bm25,disabled-by-baseline
166,basic_rag,True,True,False,True,False,0.7217,False,False,bm25,disabled-by-baseline
167,basic_rag,True,True,True,False,False,0.9613,False,False,bm25,disabled-by-baseline
168,basic_rag,True,True,False,True,False,0.9882,True,False,bm25,disabled-by-baseline
169,basic_rag,True,False,False,False,False,0.9848,True,False,bm25,disabled-by-baseline
170,basic_rag,False,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
171,basic_rag,True,False,False,False,False,0.578,False,False,bm25,disabled-by-baseline
172,basic_rag,True,False,True,False,False,0.5241,False,False,bm25,disabled-by-baseline
173,basic_rag,True,True,False,True,False,0.6783,True,False,bm25,disabled-by-baseline
174,basic_rag,False,False,False,False,False,0.8856,False,False,bm25,disabled-by-baseline
175,basic_rag,True,True,False,True,False,0.8777,True,False,bm25,disabled-by-baseline
176,basic_rag,True,True,False,True,False,0.997,False,False,bm25,disabled-by-baseline
177,basic_rag,True,False,True,False,False,0.9495,False,False,bm25,disabled-by-baseline
178,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
179,basic_rag,True,False,False,False,False,0.5641,False,False,bm25,disabled-by-baseline
180,basic_rag,True,False,False,False,False,0.7513,False,False,bm25,disabled-by-baseline
181,basic_rag,False,False,False,False,False,0.9145,True,False,bm25,disabled-by-baseline
182,basic_rag,True,True,False,True,False,0.9593,True,False,bm25,disabled-by-baseline
183,basic_rag,True,False,False,False,False,0.9656,True,False,bm25,disabled-by-baseline
184,basic_rag,True,False,False,False,False,0.9833,False,False,bm25,disabled-by-baseline
185,basic_rag,True,True,False,True,False,0.7337,False,False,bm25,disabled-by-baseline
186,basic_rag,True,False,False,False,False,0.9683,False,False,bm25,disabled-by-baseline
187,basic_rag,True,False,False,False,False,0.958,False,False,bm25,disabled-by-baseline
188,basic_rag,True,True,False,True,False,0.8237,False,False,bm25,disabled-by-baseline
189,basic_rag,True,True,False,True,False,0.63,True,False,bm25,disabled-by-baseline
190,basic_rag,True,False,False,False,False,1.0,True,False,bm25,disabled-by-baseline
191,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
192,basic_rag,True,False,False,False,False,0.7209,False,False,bm25,disabled-by-baseline
193,basic_rag,True,False,True,False,False,0.9981,True,False,bm25,disabled-by-baseline
194,basic_rag,True,False,False,False,False,0.8421,True,False,bm25,disabled-by-baseline
195,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
196,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
197,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
198,basic_rag,True,False,False,False,False,0.714,True,False,bm25,disabled-by-baseline
199,basic_rag,True,False,False,False,False,0.5193,True,False,bm25,disabled-by-baseline
200,basic_rag,True,True,False,True,False,0.921,False,False,bm25,disabled-by-baseline
201,basic_rag,False,False,False,False,False,0.9749,True,False,bm25,disabled-by-baseline
202,basic_rag,True,True,False,True,False,0.9513,False,False,bm25,disabled-by-baseline
203,basic_rag,True,True,True,False,False,0.8378,False,False,bm25,disabled-by-baseline
204,basic_rag,True,True,False,True,False,0.7451,True,False,bm25,disabled-by-baseline
205,basic_rag,True,False,False,False,False,0.8464,False,False,bm25,disabled-by-baseline
206,basic_rag,True,False,False,False,False,0.8223,True,False,bm25,disabled-by-baseline
207,basic_rag,True,False,True,False,False,1.0,True,False,bm25,disabled-by-baseline
208,basic_rag,False,False,False,False,False,0.7406,False,False,bm25,disabled-by-baseline
209,basic_rag,True,True,False,True,False,0.9968,True,False,bm25,disabled-by-baseline
210,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
211,basic_rag,True,False,False,False,False,1.0,True,False,bm25,disabled-by-baseline
212,basic_rag,False,False,False,False,True,0.0,False,False,bm25,disabled-by-baseline
213,basic_rag,False,False,False,False,False,0.9702,True,False,bm25,disabled-by-baseline
214,basic_rag,True,False,False,False,False,0.849,True,False,bm25,disabled-by-baseline
215,basic_rag,True,False,False,False,False,0.983,False,False,bm25,disabled-by-baseline
216,basic_rag,False,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
217,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
218,basic_rag,False,False,False,False,False,1.0,True,False,bm25,disabled-by-baseline
219,basic_rag,False,False,False,False,False,0.5048,False,False,bm25,disabled-by-baseline
220,basic_rag,True,True,False,True,False,0.7684,False,False,bm25,disabled-by-baseline
221,basic_rag,True,True,False,True,False,0.8069,True,False,bm25,disabled-by-baseline
222,basic_rag,False,False,False,False,False,0.7705,False,False,bm25,disabled-by-baseline
223,basic_rag,True,False,False,False,False,0.7555,True,False,bm25,disabled-by-baseline
224,basic_rag,False,False,False,False,False,0.5019,True,False,bm25,disabled-by-baseline
225,basic_rag,True,True,False,True,False,0.9739,True,False,bm25,disabled-by-baseline
226,basic_rag,True,False,False,False,False,0.8792,False,False,bm25,disabled-by-baseline
227,basic_rag,False,False,False,False,False,0.9915,False,False,bm25,disabled-by-baseline
228,basic_rag,False,False,False,False,False,0.624,False,False,bm25,disabled-by-baseline
229,basic_rag,True,False,True,False,False,1.0,True,False,bm25,disabled-by-baseline
230,basic_rag,True,False,False,False,False,0.6256,False,False,bm25,disabled-by-baseline
231,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
232,basic_rag,False,False,False,False,False,0.9462,False,False,bm25,disabled-by-baseline
233,basic_rag,True,False,False,False,False,0.7316,True,False,bm25,disabled-by-baseline
234,basic_rag,True,False,False,False,False,0.9923,True,False,bm25,disabled-by-baseline
235,basic_rag,True,True,False,True,False,0.9788,False,False,bm25,disabled-by-baseline
236,basic_rag,True,False,True,False,False,0.9204,False,False,bm25,disabled-by-baseline
237,basic_rag,True,True,False,True,False,0.8287,False,False,bm25,disabled-by-baseline
238,basic_rag,True,False,False,False,False,0.9946,True,False,bm25,disabled-by-baseline
239,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
240,basic_rag,True,False,True,False,False,0.9518,True,False,bm25,disabled-by-baseline
241,basic_rag,False,False,True,False,False,0.5316,True,False,bm25,disabled-by-baseline
242,basic_rag,True,False,True,False,False,0.7038,False,False,bm25,disabled-by-baseline
243,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
244,basic_rag,True,False,False,False,False,0.7952,False,False,bm25,disabled-by-baseline
245,basic_rag,True,False,False,False,False,0.9787,False,False,bm25,disabled-by-baseline
246,basic_rag,True,False,False,False,False,0.7977,False,False,bm25,disabled-by-baseline
247,basic_rag,True,False,False,False,False,0.8327,False,False,bm25,disabled-by-baseline
248,basic_rag,True,False,False,False,False,0.7346,False,False,bm25,disabled-by-baseline
249,basic_rag,True,True,False,True,False,0.5563,False,False,bm25,disabled-by-baseline
250,basic_rag,True,False,False,False,False,0.866,True,False,bm25,disabled-by-baseline
251,basic_rag,True,True,False,True,False,0.759,False,False,bm25,disabled-by-baseline
252,basic_rag,False,False,True,False,False,0.8617,True,False,bm25,disabled-by-baseline
253,basic_rag,True,False,False,False,False,0.9827,True,False,bm25,disabled-by-baseline
254,basic_rag,True,False,True,False,False,0.9833,True,False,bm25,disabled-by-baseline
255,basic_rag,True,False,True,False,False,0.9768,False,False,bm25,disabled-by-baseline
256,basic_rag,True,False,True,False,False,0.9901,True,False,bm25,disabled-by-baseline
257,basic_rag,True,False,False,False,False,0.9368,False,False,bm25,disabled-by-baseline
258,basic_rag,True,False,True,False,False,0.9542,True,False,bm25,disabled-by-baseline
259,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
260,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
261,basic_rag,True,False,True,False,False,0.9871,True,False,bm25,disabled-by-baseline
262,basic_rag,True,True,False,True,False,0.7848,False,False,bm25,disabled-by-baseline
263,basic_rag,True,False,False,False,False,0.9695,True,False,bm25,disabled-by-baseline
264,basic_rag,True,False,True,False,False,0.7131,False,False,bm25,disabled-by-baseline
265,basic_rag,True,True,True,False,False,0.9396,False,False,bm25,disabled-by-baseline
266,basic_rag,False,False,False,False,False,0.9472,True,False,bm25,disabled-by-baseline
267,basic_rag,True,True,False,True,False,0.8488,True,False,bm25,disabled-by-baseline
268,basic_rag,True,True,False,True,False,0.9156,False,False,bm25,disabled-by-baseline
269,basic_rag,False,False,True,False,False,0.9527,False,False,bm25,disabled-by-baseline
270,basic_rag,True,True,False,True,False,0.9713,False,False,bm25,disabled-by-baseline
271,basic_rag,False,False,False,False,False,0.9673,True,False,bm25,disabled-by-baseline
272,basic_rag,True,False,False,False,False,0.9576,False,False,bm25,disabled-by-baseline
273,basic_rag,True,False,False,False,False,0.9095,False,False,bm25,disabled-by-baseline
274,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
275,basic_rag,True,True,False,True,False,0.7714,False,False,bm25,disabled-by-baseline
276,basic_rag,True,True,False,True,False,0.9419,False,False,bm25,disabled-by-baseline
277,basic_rag,True,False,False,False,False,0.9591,False,False,bm25,disabled-by-baseline
278,basic_rag,True,False,True,False,False,0.9883,True,False,bm25,disabled-by-baseline
279,basic_rag,True,False,False,False,False,0.9892,False,False,bm25,disabled-by-baseline
280,basic_rag,False,False,False,False,False,0.6061,False,False,bm25,disabled-by-baseline
281,basic_rag,True,False,False,False,False,0.823,False,False,bm25,disabled-by-baseline
282,basic_rag,True,True,False,True,False,0.8585,True,False,bm25,disabled-by-baseline
283,basic_rag,True,False,True,False,False,0.8207,True,False,bm25,disabled-by-baseline
284,basic_rag,True,True,False,True,False,0.9002,True,False,bm25,disabled-by-baseline
285,basic_rag,True,False,False,False,False,0.8807,True,False,bm25,disabled-by-baseline
286,basic_rag,True,False,False,False,False,0.9542,False,False,bm25,disabled-by-baseline
287,basic_rag,True,False,False,False,False,0.7672,True,False,bm25,disabled-by-baseline
288,basic_rag,False,False,True,False,False,0.6074,True,False,bm25,disabled-by-baseline
289,basic_rag,True,False,False,False,False,0.965,True,False,bm25,disabled-by-baseline
290,basic_rag,True,True,False,True,False,0.7632,False,False,bm25,disabled-by-baseline
291,basic_rag,True,False,False,False,False,0.6127,True,False,bm25,disabled-by-baseline
292,basic_rag,True,True,False,True,False,0.8943,False,False,bm25,disabled-by-baseline
293,basic_rag,True,False,False,False,False,1.0,False,False,bm25,disabled-by-baseline
294,basic_rag,True,False,True,False,False,0.9693,True,False,bm25,disabled-by-baseline
295,basic_rag,False,False,False,False,False,0.9702,True,False,bm25,disabled-by-baseline
296,basic_rag,True,True,False,True,False,0.8605,True,False,bm25,disabled-by-baseline
297,basic_rag,True,False,True,False,False,0.9954,True,False,bm25,disabled-by-baseline
298,basic_rag,True,True,False,True,False,0.8101,True,False,bm25,disabled-by-baseline
299,basic_rag,True,False,False,False,False,0.9721,False,False,bm25,disabled-by-baseline
300,basic_rag,True,False,False,False,False,0.9509,True,False,bm25,disabled-by-baseline
301,basic_rag,False,False,False,False,False,0.5833,False,False,bm25,disabled-by-baseline
302,basic_rag,True,False,False,False,False,0.9072,False,False,bm25,disabled-by-baseline
303,basic_rag,True,False,False,False,False,0.946,True,False,bm25,disabled-by-baseline
304,basic_rag,True,False,False,False,False,0.8664,False,False,bm25,disabled-by-baseline
305,basic_rag,True,False,False,False,False,0.9774,False,False,bm25,disabled-by-baseline
306,basic_rag,True,False,False,False,False,0.8867,False,False,bm25,disabled-by-baseline
307,basic_rag,True,False,False,False,False,0.9907,True,False,bm25,disabled-by-baseline
308,basic_rag,True,False,False,False,False,0.8264,True,False,bm25,disabled-by-baseline
309,basic_rag,True,False,False,False,False,0.8855,True,False,bm25,disabled-by-baseline
310,basic_rag,True,False,False,False,False,0.979,False,False,bm25,disabled-by-baseline
311,basic_rag,True,False,False,False,False,0.6243,False,False,bm25,disabled-by-baseline
312,basic_rag,True,False,False,False,False,0.8558,False,False,bm25,disabled-by-baseline
313,basic_rag,True,False,True,False,False,0.7692,True,False,bm25,disabled-by-baseline
314,basic_rag,False,False,False,False,False,0.9462,True,False,bm25,disabled-by-baseline
315,basic_rag,True,False,False,False,False,0.8963,False,False,bm25,disabled-by-baseline
316,basic_rag,True,False,False,False,False,0.7833,False,False,bm25,disabled-by-baseline
317,basic_rag,True,False,False,False,False,0.9039,False,False,bm25,disabled-by-baseline
318,basic_rag,True,False,True,False,False,0.9264,False,False,bm25,disabled-by-baseline
319,basic_rag,True,False,False,False,False,0.9074,False,False,bm25,disabled-by-baseline
320,basic_rag,True,False,False,False,False,0.5426,False,False,bm25,disabled-by-baseline
321,basic_rag,True,False,False,False,False,0.7835,False,False,bm25,disabled-by-baseline
322,basic_rag,True,False,True,False,False,0.653,True,False,bm25,disabled-by-baseline
323,basic_rag,True,False,False,False,False,0.951,True,False,bm25,disabled-by-baseline
324,basic_rag,True,False,False,False,False,0.5571,True,False,bm25,disabled-by-baseline
325,basic_rag,True,False,False,False,False,0.9482,True,False,bm25,disabled-by-baseline
326,basic_rag,True,False,False,False,False,0.8102,False,False,bm25,disabled-by-baseline
327,basic_rag,True,False,False,False,False,0.8185,False,False,bm25,disabled-by-baseline
328,basic_rag,True,False,False,False,False,0.9365,True,False,bm25,disabled-by-baseline
329,basic_rag,True,False,False,False,False,0.9709,True,False,bm25,disabled-by-baseline
330,basic_rag,False,False,False,False,False,0.5212,False,False,bm25,disabled-by-baseline
331,basic_rag,True,False,False,False,False,0.9552,True,False,bm25,disabled-by-baseline
332,basic_rag,True,False,False,False,False,0.8517,False,False,bm25,disabled-by-baseline
333,basic_rag,True,False,False,False,False,0.9832,False,False,bm25,disabled-by-baseline
334,basic_rag,True,False,False,False,False,0.9833,True,False,bm25,disabled-by-baseline
335,basic_rag,True,False,False,False,False,0.7765,False,False,bm25,disabled-by-baseline
336,basic_rag,False,False,False,False,False,0.9745,False,False,bm25,disabled-by-baseline
337,basic_rag,True,False,False,False,False,0.824,False,False,bm25,disabled-by-baseline
338,basic_rag,True,False,True,False,False,0.899,True,False,bm25,disabled-by-baseline
339,basic_rag,False,False,False,False,False,0.9916,False,False,bm25,disabled-by-baseline
